Date,Open,High,Low,Close,Adj Close,Volume
2003/1/2,4460.569824,4553.109863,4431.189941,4524.870117,4524.870117,3332000
2003/1/3,4618.240234,4641.459961,4602.240234,4626.319824,4626.319824,4723600
2003/1/6,4653.990234,4710.310059,4635.870117,4689.859863,4689.859863,4714400
2003/1/7,4759.810059,4776.149902,4695.439941,4701.080078,4701.080078,5686800
2003/1/8,4722.990234,4859.779785,4722.990234,4836.930176,4836.930176,6280200
2003/1/9,4833.549805,4867.399902,4798.160156,4813.72998,4813.72998,6704200
2003/1/10,4882.069824,4884.640137,4827.910156,4850.799805,4850.799805,6148000
2003/1/13,4895.299805,5000.140137,4895.299805,4991.259766,4991.259766,5830800
2003/1/14,5014.950195,5057.209961,4985.620117,4992.419922,4992.419922,6779200
2003/1/15,5039.759766,5039.759766,4952.160156,5017.700195,5017.700195,6403200
2003/1/16,5021.540039,5082.390137,4943.290039,4943.290039,4943.290039,7516600
2003/1/17,4955.939941,4983.810059,4897.029785,4907.779785,4907.779785,5746600
2003/1/20,4875.740234,4951.029785,4875.740234,4951.029785,4951.029785,4628000
2003/1/21,4972.850098,5031.680176,4942.180176,4945.870117,4945.870117,6541800
2003/1/22,4955.709961,4993.27002,4905.790039,4993.27002,4993.27002,5901200
2003/1/23,5035.790039,5102.77002,5035.790039,5078.799805,5078.799805,7630600
2003/1/24,5141.799805,5141.799805,5053.549805,5057.319824,5057.319824,6959000
2003/1/27,5037.100098,5055.310059,4942.890137,4972.589844,4972.589844,5779600
2003/1/28,4949.470215,5023.240234,4946.939941,5015.160156,5015.160156,4853800
2003/2/6,4975.649902,4975.649902,4833.580078,4833.580078,4833.580078,4813200
2003/2/7,4797.379883,4833.839844,4641.060059,4735.370117,4735.370117,5070600
2003/2/10,4696.569824,4715.180176,4627.529785,4643.870117,4643.870117,3342600
2003/2/11,4692.819824,4704.459961,4613.620117,4618.97998,4618.97998,3414600
2003/2/12,4599.669922,4666.209961,4592.410156,4624.870117,4624.870117,3546600
2003/2/13,4616.620117,4639.560059,4507.959961,4507.959961,4507.959961,3287200
2003/2/14,4562.240234,4569.830078,4463.060059,4493.990234,4493.990234,3208200
2003/2/17,4629.569824,4707.72998,4613.359863,4705.080078,4705.080078,3502200
2003/2/18,4698.100098,4698.100098,4595.97998,4605.310059,4605.310059,3550200
2003/2/19,4670.149902,4672.029785,4550.830078,4550.830078,4550.830078,3635200
2003/2/20,4555.649902,4606.75,4520.759766,4550.700195,4550.700195,3366200
2003/2/21,4584.600098,4594.669922,4538.459961,4548.350098,4548.350098,2670400
2003/2/24,4585.799805,4613.080078,4538.549805,4609.200195,4609.200195,2485600
2003/2/25,4559.319824,4559.319824,4454.350098,4454.350098,4454.350098,2655200
2003/2/26,4478.140137,4495.640137,4436.52002,4456.689941,4456.689941,2643600
2003/2/27,4411.540039,4473.529785,4385.609863,4432.459961,4432.459961,2312200
2003/3/3,4483.439941,4546.850098,4472.169922,4526.689941,4526.689941,2435200
2003/3/4,4481.549805,4515.970215,4476.549805,4499.689941,4499.689941,2346800
2003/3/5,4457.459961,4475.970215,4411.970215,4418.109863,4418.109863,2514400
2003/3/6,4443.339844,4451.399902,4385.580078,4397.439941,4397.439941,2251000
2003/3/7,4352.72998,4403.390137,4312.279785,4350.589844,4350.589844,2210200
2003/3/10,4370.680176,4384.640137,4308.52002,4319.990234,4319.990234,1798600
2003/3/11,4272.02002,4313.589844,4240.600098,4260.450195,4260.450195,2417000
2003/3/12,4275.580078,4328.149902,4254.410156,4328.149902,4328.149902,2314600
2003/3/13,4320.47998,4400.830078,4298.459961,4378.990234,4378.990234,2681400
2003/3/14,4519.200195,4532.970215,4469.990234,4476.169922,4476.169922,3540800
2003/3/17,4441.799805,4441.799805,4357.879883,4357.990234,4357.990234,1970600
2003/3/18,4504.819824,4569.120117,4488.279785,4539.720215,4539.720215,3322800
2003/3/19,4533.450195,4547.850098,4495.029785,4515.069824,4515.069824,2615000
2003/3/20,4584.470215,4613.689941,4505.459961,4599.25,4599.25,3560800
2003/3/21,4589.810059,4615.839844,4565.049805,4586.919922,4586.919922,2639400
2003/3/24,4619.069824,4619.97998,4568.339844,4570.680176,4570.680176,1901800
2003/3/25,4473.560059,4513.830078,4473.560059,4498.830078,4498.830078,1691600
2003/3/26,4533.27002,4537,4489.620117,4496.049805,4496.049805,1596000
2003/3/27,4467.740234,4514.240234,4467.160156,4514.240234,4514.240234,1702800
2003/3/28,4513.259766,4517.509766,4465.279785,4477.009766,4477.009766,1626000
2003/3/31,4442.100098,4442.100098,4306.540039,4321.220215,4321.220215,2013600
2003/4/1,4275.390137,4338.240234,4275.390137,4337.609863,4337.609863,1586000
2003/4/2,4339.160156,4351.709961,4295.149902,4311.560059,4311.560059,1653800
2003/4/3,4394.430176,4411.069824,4357.850098,4358.390137,4358.390137,2006800
2003/4/4,4343.430176,4499.180176,4339.200195,4499.180176,4499.180176,2863600
2003/4/7,4505.740234,4597.22998,4479.120117,4575.830078,4575.830078,3518000
2003/4/8,4559.220215,4606.899902,4544.830078,4552.450195,4552.450195,3329400
2003/4/9,4539.299805,4544.899902,4509.299805,4537.390137,4537.390137,2622000
2003/4/10,4537.149902,4597.5,4532.299805,4541.359863,4541.359863,3591400
2003/4/11,4549.080078,4562.950195,4521.169922,4530.399902,4530.399902,2429200
2003/4/14,4540.089844,4549.640137,4456.959961,4459.810059,4459.810059,1963800
2003/4/15,4494.189941,4500.279785,4466.02002,4487.589844,4487.589844,1854600
2003/4/16,4541.660156,4619.950195,4541.660156,4609.319824,4609.319824,3267400
2003/4/17,4593.890137,4628,4564.52002,4566.660156,4566.660156,2350200
2003/4/18,4633.589844,4677.419922,4633.589844,4658.299805,4658.299805,3958400
2003/4/21,4652.240234,4661.890137,4609.470215,4648.120117,4648.120117,2861000
2003/4/22,4622.25,4626.459961,4556.100098,4556.100098,4556.100098,2263200
2003/4/23,4611.459961,4621.779785,4546.200195,4564.930176,4564.930176,2778400
2003/4/24,4538.370117,4538.370117,4360.830078,4374.939941,4374.939941,3204200
2003/4/25,4269.600098,4338.27002,4231.560059,4233.540039,4233.540039,2952000
2003/4/28,4126.25,4156.850098,4044.72998,4139.5,4139.5,2589000
2003/4/29,4186.22998,4227.819824,4142.620117,4200.319824,4200.319824,3396000
2003/4/30,4260.080078,4268.839844,4128.339844,4148.069824,4148.069824,2839800
2003/5/2,4130.600098,4193.189941,4108.669922,4187.819824,4187.819824,2302200
2003/5/5,4167.419922,4215.899902,4146.140137,4202.120117,4202.120117,2122600
2003/5/6,4210.390137,4250.890137,4206.839844,4220.450195,4220.450195,2336600
2003/5/7,4253.430176,4276.689941,4217.72998,4275.910156,4275.910156,2455600
2003/5/8,4254.509766,4254.509766,4191.25,4191.25,4191.25,1818400
2003/5/9,4194.549805,4278.890137,4194.549805,4244.180176,4244.180176,2290800
2003/5/12,4264.740234,4296.720215,4245.209961,4261.02002,4261.02002,1892600
2003/5/13,4320.129883,4362.339844,4320.129883,4334.589844,4334.589844,2621000
2003/5/14,4329.419922,4351.540039,4317.990234,4341.100098,4341.100098,1988800
2003/5/15,4329.97998,4331.240234,4288.490234,4331.240234,4331.240234,1738600
2003/5/16,4360.640137,4365.109863,4283.77002,4283.77002,4283.77002,1916800
2003/5/19,4259.879883,4263.810059,4233.75,4255.799805,4255.799805,1314000
2003/5/20,4202.620117,4254.140137,4194.220215,4251.589844,4251.589844,1486400
2003/5/21,4248.680176,4248.680176,4212.5,4216.640137,4216.640137,1461600
2003/5/22,4209.259766,4271.299805,4184.850098,4271.299805,4271.299805,1889000
2003/5/23,4295.759766,4360.939941,4289.529785,4349.52002,4349.52002,3012800
2003/5/26,4393.399902,4465.569824,4393.399902,4465.569824,4465.569824,3456400
2003/5/27,4463.359863,4484.540039,4445.740234,4451.109863,4451.109863,3232600
2003/5/28,4538.069824,4558.529785,4474.410156,4474.410156,4474.410156,3703600
2003/5/29,4496.5,4543.040039,4472.589844,4543.040039,4543.040039,3018000
2003/5/30,4524.450195,4639.009766,4509.72998,4555.899902,4555.899902,4717200
2003/6/2,4620.540039,4706.549805,4612.100098,4692.939941,4692.939941,4852800
2003/6/3,4687.75,4717.189941,4659.169922,4678.080078,4678.080078,4129400
2003/6/5,4743.97998,4779.399902,4720.359863,4738.339844,4738.339844,4763600
2003/6/6,4749.040039,4751.459961,4701.350098,4740.450195,4740.450195,3560200
2003/6/9,4725.839844,4831.459961,4715.819824,4826.939941,4826.939941,5038600
2003/6/10,4810.310059,4854.040039,4801.720215,4832.200195,4832.200195,4723800
2003/6/11,4872.459961,4874.680176,4804.649902,4804.649902,4804.649902,5006200
2003/6/12,4846.720215,4914.410156,4822.169922,4878.430176,4878.430176,5176000
2003/6/13,4878.470215,4904.359863,4865.910156,4881.899902,4881.899902,4350800
2003/6/16,4875.430176,4934.870117,4873.669922,4892.359863,4892.359863,4571400
2003/6/17,4978.430176,4993.410156,4953.259766,4973.189941,4973.189941,6026400
2003/6/18,5020.299805,5089.080078,4993.040039,4999.069824,4999.069824,6882800
2003/6/19,5038.339844,5058.689941,4982.370117,5048.910156,5048.910156,6049200
2003/6/20,5018.569824,5078.790039,4984.140137,5002.580078,5002.580078,6662400
2003/6/23,5014.799805,5036.859863,4920.330078,4921.720215,4921.720215,4827800
2003/6/24,4881.759766,4922.930176,4868.850098,4909.310059,4909.310059,3868400
2003/6/25,4923.850098,4959.399902,4898.009766,4933.790039,4933.790039,4339800
2003/6/26,4932.02002,4954.279785,4894.009766,4894.009766,4894.009766,3595200
2003/6/27,4936.109863,4949.490234,4856.330078,4877.899902,4877.899902,3832800
2003/6/30,4881.799805,4900.439941,4864.569824,4872.149902,4872.149902,2823400
2003/7/1,4893.580078,5017.779785,4893.580078,5017.779785,5017.779785,4937000
2003/7/2,5075.209961,5121.72998,5047.830078,5095.240234,5095.240234,6554400
2003/7/3,5167.859863,5197.720215,5095.310059,5095.310059,5095.310059,7780200
2003/7/4,5126.569824,5151.850098,5085.850098,5151.850098,5151.850098,5730000
